pi_rx_time_ns,address,name,rssi,company_id,version,node_num,exp_code,seq,t_local_us,raw_hex,pipeline_version
1777622640542456000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-70,4660,2,1,W3BL,1,4156013,02015733424c010000006d6a3f00,0.4.6
1777622643539022000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,2,7162004,02015733424c0200000094486d00,0.4.6
1777622646226491000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,3,9979004,02015733424c030000007c449800,0.4.6
1777622649233225000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-69,4660,2,1,W3BL,4,12763003,02015733424c040000007bbfc200,0.4.6
1777622651945403000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-80,4660,2,1,W3BL,5,15570003,02015733424c050000005394ed00,0.4.6
1777622654681242000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,6,18435004,02015733424c06000000bc4b1901,0.4.6
1777622657889759000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,7,21459003,02015733424c070000003b704701,0.4.6
1777622661206619000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,8,24695003,02015733424c08000000dbd07801,0.4.6
1777622663909086000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,9,27623003,02015733424c090000005b7ea501,0.4.6
1777622666900365000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,10,30505003,02015733424c0a0000002b78d101,0.4.6
1777622669902380000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-79,4660,2,1,W3BL,11,33524003,02015733424c0b0000002389ff01,0.4.6
1777622672593275000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-78,4660,2,1,W3BL,12,36345003,02015733424c0c000000ab942a02,0.4.6
1777622678632904000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W3BL,14,42292003,02015733424c0e00000023538502,0.4.6
1777622681627255000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,15,45240003,02015733424c0f000000c34eb202,0.4.6
1777622684642073000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-78,4660,2,1,W3BL,16,48394003,02015733424c10000000136fe202,0.4.6
1777622687611691000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,17,51146003,02015733424c11000000136d0c03,0.4.6
1777622690327360000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-79,4660,2,1,W3BL,18,53992003,02015733424c1200000043da3703,0.4.6
1777622693890506000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W3BL,19,57201003,02015733424c130000006bd16803,0.4.6
1777622699526842000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,21,63282004,02015733424c15000000549bc503,0.4.6
1777622702539256000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,22,66293003,02015733424c160000000b8df303,0.4.6
1777622706117977000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,23,69523003,02015733424c170000003bd62404,0.4.6
1777622708551663000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,24,72307004,02015733424c180000003c514f04,0.4.6
1777622711839059000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-78,4660,2,1,W3BL,25,75370003,02015733424c19000000130e7e04,0.4.6
1777622714812856000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,26,78375003,02015733424c1a0000005be8ab04,0.4.6
1777622717534123000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,27,81196003,02015733424c1b000000e3f3d604,0.4.6
1777622720532254000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,28,84058003,02015733424c1c000000939f0205,0.4.6
1777622723228696000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,29,86893004,02015733424c1d000000cce12d05,0.4.6
1777622725961342000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,30,89673004,02015733424c1e0000002c4d5805,0.4.6
1777622729225526000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-78,4660,2,1,W3BL,31,92884004,02015733424c1f000000244c8905,0.4.6
1777622732252981000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,32,95867004,02015733424c200000007cd0b605,0.4.6
1777622735234433000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,33,98987003,02015733424c21000000fb6be605,0.4.6
1777622738229441000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-78,4660,2,1,W3BL,34,101748003,02015733424c22000000238d1006,0.4.6
1777622740963655000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,35,104675004,02015733424c23000000bc363d06,0.4.6
1777622743914729000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-79,4660,2,1,W3BL,36,107666003,02015733424c2400000053da6a06,0.4.6
1777622746915675000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,37,110620004,02015733424c2500000064ed9706,0.4.6
1777622749927469000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,38,113680003,02015733424c26000000839ec606,0.4.6
1777622753245691000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,39,116825003,02015733424c27000000ab9bf606,0.4.6
1777622756248774000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,40,119961004,02015733424c28000000ac752607,0.4.6
1777622759244769000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,41,122819003,02015733424c29000000bb115207,0.4.6
1777622762236993000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,42,125987004,02015733424c2a000000bc688207,0.4.6
1777622765237710000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,43,128851003,02015733424c2b0000003b1cae07,0.4.6
1777622768514485000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,44,132013004,02015733424c2c000000cc5bde07,0.4.6
1777622771552849000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,45,135258003,02015733424c2d00000093df0f08,0.4.6
1777622774538995000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,46,138201003,02015733424c2e000000abc73c08,0.4.6
1777622777523049000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,47,141100004,02015733424c2f000000e4036908,0.4.6
1777622780534201000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,48,144288004,02015733424c3000000004a99908,0.4.6
1777622783539026000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,49,147207003,02015733424c310000005b33c608,0.4.6
1777622786832012000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-78,4660,2,1,W3BL,50,150307003,02015733424c32000000bb80f508,0.4.6
1777622789859968000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,51,153517004,02015733424c33000000cc7b2609,0.4.6
1777622792538155000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,52,156292004,02015733424c34000000a4d35009,0.4.6
1777622795844703000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-78,4660,2,1,W3BL,53,159186004,02015733424c3500000054fc7c09,0.4.6
1777622798555683000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-78,4660,2,1,W3BL,54,162170003,02015733424c360000009384aa09,0.4.6
1777622801837261000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,55,165400005,02015733424c37000000c5cddb09,0.4.6
1777622804865500000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,56,168381004,02015733424c380000004c4a090a,0.4.6
1777622807882013000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,57,171404004,02015733424c39000000e46a370a,0.4.6
1777622810878476000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,58,174406004,02015733424c3a0000007439650a,0.4.6
1777622813838662000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,59,177405004,02015733424c3b0000004cfc920a,0.4.6
1777622816541356000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,60,180249005,02015733424c3c000000ad61be0a,0.4.6
1777622819564157000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,61,183315004,02015733424c3d0000003c2aed0a,0.4.6
1777622822565460000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,62,186190003,02015733424c3e000000b308190b,0.4.6
1777622825274223000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,63,188975003,02015733424c3f0000009b87430b,0.4.6
1777622828581496000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,64,192073004,02015733424c400000002ccd720b,0.4.6
1777622831561949000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,65,195312004,02015733424c410000008439a40b,0.4.6
1777622834834817000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,66,198543004,02015733424c420000009c86d50b,0.4.6
1777622838141370000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,67,201575004,02015733424c430000005cca030c,0.4.6
1777622841142924000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,68,204802004,02015733424c44000000d407350c,0.4.6
1777622844146832000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-78,4660,2,1,W3BL,69,207810003,02015733424c45000000d3ed620c,0.4.6
1777622847173286000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,70,210834003,02015733424c460000005312910c,0.4.6
1777622853152302000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,72,216904004,02015733424c4800000044b1ed0c,0.4.6
1777622856143180000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,73,219668004,02015733424c4900000024de170d,0.4.6
1777622859146330000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,74,222900003,02015733424c4a000000232f490d,0.4.6
1777622862159146000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,75,225869005,02015733424c4b000000cd7c760d,0.4.6
1777622865117285000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,76,228643004,02015733424c4c000000bcd0a00d,0.4.6
1777622868095680000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-78,4660,2,1,W3BL,77,231580004,02015733424c4d00000064a1cd0d,0.4.6
1777622871112245000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,78,234649004,02015733424c4e000000ac75fc0d,0.4.6
1777622874114914000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,79,237816003,02015733424c4f000000c3c82c0e,0.4.6
1777622877117168000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-78,4660,2,1,W3BL,80,240729003,02015733424c50000000ab3b590e,0.4.6
1777622880157400000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,81,243910005,02015733424c5100000075c5890e,0.4.6
1777622883101197000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,82,246679004,02015733424c52000000dc05b40e,0.4.6
1777622885825400000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,83,249487003,02015733424c530000009bdede0e,0.4.6
1777622888873794000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,84,252534004,02015733424c54000000f45c0d0f,0.4.6
1777622891560481000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,85,255309004,02015733424c55000000ccb4370f,0.4.6
1777622894505144000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-78,4660,2,1,W3BL,86,258156004,02015733424c56000000e425630f,0.4.6
1777622897235813000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,87,260986003,02015733424c5700000093548e0f,0.4.6
1777622900261065000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,88,264010004,02015733424c580000001479bc0f,0.4.6
1777622903799291000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,89,267240004,02015733424c5900000044c2ed0f,0.4.6
1777622906804651000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,90,270282004,02015733424c5a000000142d1c10,0.4.6
1777622909558711000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,91,273309005,02015733424c5b0000004d5d4a10,0.4.6
1777622912498000000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,92,276108003,02015733424c5c000000e3127510,0.4.6
1777622915547132000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-78,4660,2,1,W3BL,93,279076003,02015733424c5d000000a35ca210,0.4.6
1777622918835569000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,94,282324003,02015733424c5e00000023ecd310,0.4.6
1777622921817977000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,95,285567003,02015733424c5f0000001b680511,0.4.6
1777622925399900000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-78,4660,2,1,W3BL,96,288785003,02015733424c600000006b823611,0.4.6
1777622928104912000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,97,291766004,02015733424c61000000f4fe6311,0.4.6
1777622934396403000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,99,297920002,02015733424c6300000002e6c111,0.4.6
1777622937403084000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,100,301012003,02015733424c640000002314f111,0.4.6
